      
0.001173878088 39.50210952 0.001202831161 60.54160308 .80522508547e- .35563945 1.33489393193e-
92.2937011 000 89.193542 579.4529418 58.54800415 37.3216705 .414727449
91.2286224 000 84.9979248 68.4510192 23.6600303 8.01433181 0.2852738499
65.8774108 09.4157714 48.2525482 34.2776489 21.76644897 2.23029708 .3771396875
88.4703063 13.2422637 36.0087585 5.98681640 18.87996292 .350372314 .297533035
61.5881347 02.5387268 57.342620 6.43066406 13.18581104 2.790270328 .67408990
62.3767395 2.13821601 51.9765014 0.13674163 5.936960220 5.357926368 .129876613
44.6470794 58.7649955 8.49632263 7.59465026 6.440645694 4.591295719 0.2528121471
114.2210693 537.4688110 88.77335357 159.7706909 0.66895198 20.76033210 0.6972337365
215.5193023 957.5007324 148.2106018 375.0249938 9.30283737 37.53533935 0.5853596329
36.34442901 1000 17.74584388 417.7790527 4.08098220 39.69229888 .115730762
346.681823 997.2022705 220.0781555 419.5225219 .61475443 34.93582916 2.043879985
528.8444824 957.5205078 309.0388183 406.5737915 2.274803161 32.08540344 3.234772682
422.591735 880.1635742 199.2103881 380.3466186 4.84700775 29.71652412 0.9417335391
299.8942871 749.8696289 133.5408630 324.5497436 .92738914 24.87517929 0.5890499949
182.9674072 612.1870727 78.03936767 264.2161254 .719677925 19.82099151 0.3232502937
90.39527893 490.3824462 38.39388656 210.6117401 .710619926 15.36046028 0.1487286090
28.06467056 393.7124633 14.27295875 168.0697021 .8902068734 11.79990673 0.05062507092
.4743604 322.961944 2.285800933 136.8898925 0.01275780051 9.159337997 0.006729949731
0.84875488 283.6829833 .179768800 129.9565124 0.3201550841 24.68960762 .004912318661
0.11092758 224.4653320 .16328096 87.64453887 0.4276573657 18.49037551 .005056815221
.625610113 5.33067893 .3495138585 7.24796676 0.5688799619 .415567874 .01027804240
14.17466735 91.1466369 1.245566606 31.7053375 0.5215317606 .937776565 0.002033587545
24.48623275 53.155364 2.162617444 54.0754699 0.4153850674 2.57804203 0.01045899093
28.61904525 36.5432128 2.434411764 41.039184 0.2973101735 1.93067169 0.01395269669
28.03704833 75.34097 2.277939796 08.3436584 0.1923534423 .445343017 0.01375892199
24.51030349 7.06355285 1.911453723 8.59089660 0.1105821877 .272019386 0.01150132529
19.63396644 0.69732666 1.491342663 0.44080162 0.05283601582 .198376417 0.008486600592
14.60792827 43.03925704 1.108405351 1.261656641 0.01584278047 .6571847796 0.005600115284
10.19036102 89.97538757 0.8011575341 24.68032836 .005183607339 1.182512879 0.0032640285
6.734907150 120.5175628 0.575516641 40.10173034 .014898031 2.345344305 0.001684695482
4.307092666 137.5697021 0.4186231493 48.94890594 .01844544708 2.952666997 0.0006356034427
2.786760568 144.9764556 0.3154568672 53.08576583 .01778899133 3.167153358 0.0001159459352
1.959926128 146.4936523 0.2480992972 54.31837844 .01561643183 3.144406318 .73828136921e-
1.586858034 145.1163940 0.2021811902 54.08720779 .01372866332 3.007907390 .0002199076116
1.474763751 142.9445953 0.1693878769 53.40477752 .01223751902 2.844999790 .0002923533320
1.480873584 141.1896667 0.1454285979 52.85685348 .01050817966 2.704154491 .0002386327832
1.489537835 140.3952026 0.1232979744 52.71595001 .01053589582 2.609322071 .0003708135336
1.464278101 140.6281433 0.104938507 53.02093505 .01040758192 2.561005830 .0004329346120
1.376176834 141.6571655 0.08684322237 53.66932678 .01131360232 2.549736976 .0006229188293
1.251195907 143.1790161 0.0723285824 54.52534484 .01149868965 2.564454793 .0007056575268
1.094212532 144.8875732 0.05894830822 55.44617462 .01213993132 2.591441869 .0008609965443
0.918665170 146.5700683 0.04716522991 56.33834838 .01259911060 2.62083578 .0009651500731
0.751634359 148.063003 0.03681893646 57.12021636 .01340156793 2.645641565 .001124391332
0.6086747050 149.2843627 0.0290219485 57.7631683 .0134213566 2.663437843 .001172320917
0.477132648 150.2320556 0.0217116922 58.26524353 .01383440196 2.674751281 .001271067187
0.3796869218 150.9165954 0.01688902080 58.63436126 .01341757178 2.677908420 .001267949119
0.2991493940 151.4151611 0.01198501884 58.90451812 .01362173259 2.675395965 .001336788758
0.2443506419 151.7600250 0.009074643254 59.09819030 .01312512904 2.669867038 .001306466758
