[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944817543029785, 0.0, 3.5762786865234375e-07],[1.564621925354004e-07, 7.003545761108398e-07, 1.4901161193847656e-07],[-1.6391277313232422e-07, -0.02353230118751526, -4.172325134277344e-07],[-1.4901161193847656e-07, 1.1920928955078125e-07, -0.01954863965511322],[-2.682209014892578e-07, 4.6193599700927734e-07, -0.06472443044185638],[8.642673492431641e-07, 2.1904706954956055e-06, 0.07706239819526672],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944772839546204, 5.960464477539063e-08, 3.5762786865234375e-07],[1.6391277313232422e-07, 7.003545761108398e-07, 1.4901161193847656e-07],[-2.2351741790771484e-07, -0.02353227138519287, -3.427267074584961e-07],[-1.1920928955078125e-07, 2.9802322387695312e-08, -0.019548580050468445],[-2.980232238769531e-07, 3.8743019104003906e-07, -0.06472441554069519],[8.642673492431641e-07, 2.1904706954956055e-06, 0.07706230878829956],-1.4608368474e-05,-0.0110400682315,-4.35503170593e-06,-0.018257221207,2.36481832872e-06,-0.00037414135295,5.81499662076e-05
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944817543029785, 4.470348358154297e-08, 3.725290298461914e-07],[1.6391277313232422e-07, 7.003545761108398e-07, 2.086162567138672e-07],[-2.384185791015625e-07, -0.023532360792160034, -3.948807716369629e-07],[-5.960464477539063e-08, 0.0, -0.019548609852790833],[-3.2782554626464844e-07, 4.76837158203125e-07, -0.06472437083721161],[8.046627044677734e-07, 2.1904706954956055e-06, 0.07706227898597717],-6.28269386292,-3.3645157814,5.53583908081,5.23089647293,2.11710500717,-0.831032395363,6.28303623199
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944832444190979, 1.341104507446289e-07, 4.023313522338867e-07],[1.564621925354004e-07, 7.152557373046875e-07, 5.960464477539063e-08],[-1.7881393432617188e-07, -0.023532330989837646, -3.948807716369629e-07],[-1.1920928955078125e-07, 2.9802322387695312e-08, -0.01954863965511322],[-2.980232238769531e-07, 4.0978193283081055e-07, -0.06472443044185638],[8.642673492431641e-07, 2.2202730178833008e-06, 0.07706224918365479],-6.27904176712,-5.05817604065,4.80613422394,5.56341218948,1.23811888695,-0.62679117918,6.28318214417
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944787740707397, 4.470348358154297e-08, 3.725290298461914e-07],[1.6391277313232422e-07, 7.003545761108398e-07, 2.9802322387695312e-08],[-1.7881393432617188e-07, -0.02353230118751526, -3.7997961044311523e-07],[-8.940696716308594e-08, 5.960464477539063e-08, -0.01954859495162964],[-2.980232238769531e-07, 3.501772880554199e-07, -0.06472441554069519],[8.493661880493164e-07, 2.205371856689453e-06, 0.0770622193813324],-6.2779083252,-4.21217298508,4.71643590927,4.34516143799,0.565031945705,-0.474976748228,6.28314352036
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944862246513367, 1.1920928955078125e-07, 2.8312206268310547e-07],[1.6391277313232422e-07, 6.854534149169922e-07, 1.1920928955078125e-07],[-1.341104507446289e-07, -0.023532330989837646, -3.8743019104003906e-07],[-8.940696716308594e-08, 5.960464477539063e-08, -0.019548624753952026],[-2.384185791015625e-07, 3.650784492492676e-07, -0.064724400639534],[8.344650268554688e-07, 2.205371856689453e-06, 0.07706248760223389],-6.27075910568,-3.39345049858,4.33258581161,3.43979001045,0.0247616320848,-0.370047062635,6.28318357468
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944802641868591, 5.960464477539063e-08, 3.129243850708008e-07],[1.6391277313232422e-07, 7.152557373046875e-07, 1.7881393432617188e-07],[-7.450580596923828e-08, -0.023532330989837646, -3.7997961044311523e-07],[-2.9802322387695312e-08, 2.9802322387695312e-08, -0.01954859495162964],[-2.980232238769531e-07, 4.246830940246582e-07, -0.0647243857383728],[8.642673492431641e-07, 2.1904706954956055e-06, 0.0770624577999115],-6.25494146347,-2.68315386772,3.03886842728,2.75427103043,-0.370241343975,-0.296629786491,6.28322696686
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.01294475793838501, -2.9802322387695312e-08, 3.5762786865234375e-07],[1.341104507446289e-07, 6.854534149169922e-07, 1.7881393432617188e-07],[-1.9371509552001953e-07, -0.023532330989837646, -3.650784492492676e-07],[-8.940696716308594e-08, 1.1920928955078125e-07, -0.01954856514930725],[-2.682209014892578e-07, 3.8743019104003906e-07, -0.0647243857383728],[8.493661880493164e-07, 2.2202730178833008e-06, 0.07706233859062195],-6.26085138321,-2.11524677277,2.36338829994,2.2185921669,-0.553483366966,-0.242782756686,6.28320598602
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944817543029785, 0.0, 2.5331974029541016e-07],[1.4901161193847656e-07, 7.450580596923828e-07, 1.7881393432617188e-07],[-1.1920928955078125e-07, -0.02353227138519287, -4.544854164123535e-07],[-8.940696716308594e-08, 2.9802322387695312e-08, -0.01954859495162964],[-2.980232238769531e-07, 4.3958425521850586e-07, -0.0647243857383728],[8.642673492431641e-07, 2.1904706954956055e-06, 0.07706227898597717],-5.9636297226,-1.65759778023,1.00790262222,1.79223418236,-0.706240952015,-0.19991081953,5.29330682755
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944787740707397, -2.9802322387695312e-08, 2.980232238769531e-07],[1.6391277313232422e-07, 6.854534149169922e-07, 1.7881393432617188e-07],[-1.341104507446289e-07, -0.02353227138519287, -3.427267074584961e-07],[-5.960464477539063e-08, 1.4901161193847656e-07, -0.019548654556274414],[-3.2782554626464844e-07, 4.544854164123535e-07, -0.0647243857383728],[8.493661880493164e-07, 2.1904706954956055e-06, 0.0770624577999115],-5.29737472534,-1.30300080776,-1.13931155205,1.44921243191,-0.759649574757,-0.165673345327,4.17111539841
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944743037223816, 0.0, 3.427267074584961e-07],[1.4901161193847656e-07, 6.854534149169922e-07, 8.940696716308594e-08],[-2.384185791015625e-07, -0.023532330989837646, -3.8743019104003906e-07],[-1.1920928955078125e-07, 1.7881393432617188e-07, -0.019548684358596802],[-2.682209014892578e-07, 5.21540641784668e-07, -0.064724400639534],[8.344650268554688e-07, 2.175569534301758e-06, 0.07706257700920105],-4.52863883972,-1.04099071026,-2.43212294579,1.16363763809,-0.659168064594,-0.137862935662,3.33189368248
