[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944817543029785, 0.0, 3.5762786865234375e-07],[1.564621925354004e-07, 7.003545761108398e-07, 1.4901161193847656e-07],[-1.6391277313232422e-07, -0.02353230118751526, -4.172325134277344e-07],[-1.4901161193847656e-07, 1.1920928955078125e-07, -0.01954863965511322],[-2.682209014892578e-07, 4.6193599700927734e-07, -0.06472443044185638],[8.642673492431641e-07, 2.1904706954956055e-06, 0.07706239819526672],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944772839546204, 5.960464477539063e-08, 3.5762786865234375e-07],[1.6391277313232422e-07, 7.003545761108398e-07, 1.4901161193847656e-07],[-2.2351741790771484e-07, -0.02353227138519287, -3.427267074584961e-07],[-1.1920928955078125e-07, 2.9802322387695312e-08, -0.019548580050468445],[-2.980232238769531e-07, 3.8743019104003906e-07, -0.06472441554069519],[8.642673492431641e-07, 2.1904706954956055e-06, 0.07706230878829956],-1.4608368474e-05,-0.0110400682315,-4.35503170593e-06,-0.018257221207,2.36481832872e-06,-0.00037414135295,5.81499662076e-05
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944772839546204, 2.9802322387695312e-08, 2.682209014892578e-07],[1.6391277313232422e-07, 7.301568984985352e-07, 1.7881393432617188e-07],[-1.6391277313232422e-07, -0.02353227138519287, -4.0978193283081055e-07],[-1.4901161193847656e-07, 8.940696716308594e-08, -0.01954859495162964],[-2.384185791015625e-07, 4.172325134277344e-07, -0.064724400639534],[8.419156074523926e-07, 2.1904706954956055e-06, 0.07706242799758911],5.81659555435,2.5162563324,-4.43055438995,-3.70695257187,4.26459169388,-0.931988418102,-6.28260993958
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944772839546204, -7.450580596923828e-08, 2.682209014892578e-07],[1.4901161193847656e-07, 7.152557373046875e-07, 1.1920928955078125e-07],[-2.5331974029541016e-07, -0.02353227138519287, -3.948807716369629e-07],[-1.4901161193847656e-07, 5.960464477539063e-08, -0.019548550248146057],[-2.682209014892578e-07, 4.246830940246582e-07, -0.0647243857383728],[8.642673492431641e-07, 2.2202730178833008e-06, 0.07706239819526672],6.05200767517,3.65634870529,-2.96220111847,-3.12442421913,2.99863982201,-0.648690581322,-6.28314638138
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944787740707397, -2.9802322387695312e-08, 3.725290298461914e-07],[1.5273690223693848e-07, 7.152557373046875e-07, 1.4901161193847656e-07],[-1.6391277313232422e-07, -0.023532360792160034, -3.501772880554199e-07],[-1.1920928955078125e-07, -2.9802322387695312e-08, -0.019548624753952026],[-2.980232238769531e-07, 3.2782554626464844e-07, -0.0647243857383728],[8.642673492431641e-07, 2.2202730178833008e-06, 0.07706227898597717],6.01378250122,4.39541053772,-1.54589641094,-2.5388314724,2.07015585899,-0.464732408524,-6.28322839737
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944847345352173, 0.0, 2.086162567138672e-07],[1.7136335372924805e-07, 7.152557373046875e-07, 1.7881393432617188e-07],[-2.086162567138672e-07, -0.023532330989837646, -3.650784492492676e-07],[-5.960464477539063e-08, 8.940696716308594e-08, -0.019548654556274414],[-2.980232238769531e-07, 4.209578037261963e-07, -0.06472441554069519],[8.344650268554688e-07, 2.2202730178833008e-06, 0.0770624577999115],5.72800779343,3.53109550476,0.138519704342,-1.9388833046,1.45185816288,-0.331427156925,-6.2833070755
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944802641868591, -2.9802322387695312e-08, 2.384185791015625e-07],[1.7136335372924805e-07, 7.301568984985352e-07, 1.7881393432617188e-07],[-1.6391277313232422e-07, -0.023532360792160034, -4.172325134277344e-07],[-1.1920928955078125e-07, 8.940696716308594e-08, -0.019548624753952026],[-2.980232238769531e-07, 3.6135315895080566e-07, -0.0647243857383728],[8.717179298400879e-07, 2.2202730178833008e-06, 0.07706242799758911],5.32974767685,2.72828793526,2.31481432915,-1.55443704128,0.995099544525,-0.23090839386,-6.28330421448
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944832444190979, 1.4901161193847656e-08, 2.980232238769531e-07],[1.564621925354004e-07, 7.301568984985352e-07, 5.960464477539063e-08],[-1.9371509552001953e-07, -0.023532330989837646, -3.8743019104003906e-07],[-1.1920928955078125e-07, 8.940696716308594e-08, -0.01954859495162964],[-3.5762786865234375e-07, 4.731118679046631e-07, -0.06472441554069519],[8.493661880493164e-07, 2.1904706954956055e-06, 0.07706233859062195],4.89246273041,2.06586718559,4.42908000946,-1.28914570808,0.643096148968,-0.158083066344,-6.28317928314
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944713234901428, 2.9802322387695312e-08, 3.129243850708008e-07],[1.7881393432617188e-07, 7.152557373046875e-07, 5.960464477539063e-08],[-2.086162567138672e-07, -0.023532390594482422, -3.427267074584961e-07],[-1.1920928955078125e-07, 1.4901161193847656e-07, -0.01954863965511322],[-2.980232238769531e-07, 3.688037395477295e-07, -0.06472444534301758],[8.493661880493164e-07, 2.2202730178833008e-06, 0.07706233859062195],4.39217376709,1.59094190598,5.95520210266,-1.11813998222,0.385960191488,-0.0930173322558,-6.28317022324
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944802641868591, 0.0, 2.2351741790771484e-07],[1.564621925354004e-07, 7.301568984985352e-07, 1.1920928955078125e-07],[-1.7881393432617188e-07, -0.023532390594482422, -3.5762786865234375e-07],[-5.960464477539063e-08, 1.4901161193847656e-07, -0.01954859495162964],[-3.8743019104003906e-07, 3.129243850708008e-07, -0.06472435593605042],[8.568167686462402e-07, 2.212822437286377e-06, 0.07706239819526672],3.88552260399,1.22851288319,6.37572574615,-0.934343039989,0.20923614502,-0.072849355638,-6.28312253952
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944817543029785, -1.4901161193847656e-08, 2.8312206268310547e-07],[1.341104507446289e-07, 7.152557373046875e-07, 1.1920928955078125e-07],[-2.980232238769531e-07, -0.023532330989837646, -3.725290298461914e-07],[-8.940696716308594e-08, 5.960464477539063e-08, -0.019548572599887848],[-2.980232238769531e-07, 4.3213367462158203e-07, -0.06472441554069519],[8.642673492431641e-07, 2.2277235984802246e-06, 0.07706230878829956],3.40577960014,0.992508232594,6.28319787979,-0.781643390656,0.126211345196,-0.0579927116632,-6.28314638138
