      
0.001173878088 39.50210952 0.001202831161 60.54160308 .80522508547e- .35563945 1.33489393193e-
393.9316406 000 290.5469360 628.2943725 1.0092620 2.68483734 0.90623378
176.0964050 50.1658935 164.1549987 11.2633666 .101797103 7.0429306 .03458695858
354.0712890 49.98360443 318.0039367 19.4041671 .532485961 .261818647 1.524483919
24.65483093 397.5829467 4.444857120 75.46192932 0.3601484298 11.72836112 .8246610164
562.3582763 413.552795 469.717620 161.0659790 4.727488040 18.21265792 3.398289203
364.8882446 422.1778564 279.2698364 170.111145 .923890590 16.39701461 1.588616728
214.6595458 406.6057434 156.9554748 154.0414733 1.674470901 13.53892993 3.679588794
117.9867019 361.1062927 88.05293273 127.2856979 7.611780166 9.922416687 2.965563297
509.7319335 188.5180969 418.4334106 97.45046997 14.57526969 6.455692291 5.526232719
106.3661956 241.4992370 75.28340148 72.66573333 .008639335 3.726791381 1.676422119
6.73426818 290.3532714 4.08476257 70.30599212 5.349581718 3.423767566 0.6792939901
91.7199707 336.3684692 08.392517 73.91589355 3.301342964 3.697277545 .493995428
4.67976379 257.9270019 5.04208183 85.64126586 23.26523208 2.328104019 1.417013168
89.3471984 295.6476745 84.3222961 88.61413574 .89249730 3.067216873 .60168313
95.4203491 230.4032592 30.474288 90.7100677 16.64923286 2.029832601 0.095974534
52.5776367 237.5660705 49.8375854 88.82530975 .149861097 2.342641592 .454714536
51.3541259 198.4315032 26.0491333 91.7611770 .504768848 2.302504062 .081252574
61.1542053 162.4192657 61.8351745 82.42671966 16.18975448 0.5930463671 .154591321
98.4617919 136.8805847 41.4605255 78.26634979 9.133769989 .1035734191 .5257418751
8.49825286 123.8204650 7.34999084 77.85762786 2.611376523 .3075509071 .149524942
0.67699527 119.6438751 .841187477 79.28771972 .9223883748 .2672828733 0.04307431355
21.09720993 119.895286 11.94083976 81.15043640 .354568243 .150842070 0.1235186904
29.87203788 121.885711 18.02442741 82.71232604 .436300277 .03644208610 0.1423602104
26.02834320 124.0555114 15.39223098 83.73461914 .894489526 0.04418830573 0.124345660
17.28678512 125.7334518 9.410120964 84.24470520 .167032480 0.08345019072 0.09294194728
8.224390029 126.5603790 3.212867975 84.44328308 .5417091846 0.1239266544 0.05902143195
1.240693688 126.8527679 .522812962 84.36737060 .06481162458 0.1141274571 0.03475081920
.042276859 126.8929443 .393294811 84.16519165 0.2367894053 0.06271676719 0.01970213279
.129405975 126.3678588 .790456295 84.10305786 0.3287194967 0.08866302669 0.008066063746
.551098823 125.7040481 .041042327 83.9829254 0.3382712602 0.09408102929 0.002712564077
.936569213 125.3343658 .579247951 83.80337524 0.3117048740 0.04139355942 0.00267569301
.947946071 124.8849792 .882357597 83.78022766 0.242272704 0.04587965458 0.00244316365
.887356281 124.7109985 .138588905 83.69006347 0.181938856 0.004287753254 0.003807124681
.043921470 124.1344146 .556551456 83.8139114 0.116798795 0.07337085157 0.002867281669
.33651363 124.4180526 .060429096 83.58406066 0.09002587199 .04709701240 0.004868616815
.9355330467 123.7559661 .788009643 83.86663055 0.05070973187 0.0904250293 0.002879314124
.6374001502 123.9128799 .576786994 83.65072631 0.04160167276 .003740062005 0.003503263695
.4898118972 123.772811 .475257158 83.72217559 0.03119482472 0.0231876485 0.002773874672
.3955461680 123.7091979 .408794403 83.71664428 0.02618873119 0.02014796994 0.002274429891
.342307865 123.6624679 .370816230 83.71066284 0.02391914278 0.01836796849 0.001779130892
.3075884878 123.6263427 .345846176 83.70802307 0.02078057453 0.01698128692 0.001414008787
.2768266797 123.5943450 .323971748 83.71233367 0.01881646178 0.01549293473 0.00108464260
.2394695580 123.5746917 .297329664 83.70679473 0.01662316918 0.0153695214 0.0008175526745
.2081053853 123.7016754 .277016639 83.66587829 0.01374717056 .01380001939 0.0006554562132
.1792012155 123.4387283 .254170417 83.77514648 0.01317226141 0.0440124534 0.0004750995722
.1481107175 123.6256561 .234557151 83.64418792 0.009373232722 .01599320396 0.0003841874422
.1276239901 123.3901824 .217533588 83.76416015 0.009309121407 0.04333430156 0.0003340466646
.09766190499 123.4408798 .197066307 83.68510437 0.007041290868 0.01160024851 0.0002544971066
