[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944817543029785, 0.0, 3.5762786865234375e-07],[1.564621925354004e-07, 7.003545761108398e-07, 1.4901161193847656e-07],[-1.6391277313232422e-07, -0.02353230118751526, -4.172325134277344e-07],[-1.4901161193847656e-07, 1.1920928955078125e-07, -0.01954863965511322],[-2.682209014892578e-07, 4.6193599700927734e-07, -0.06472443044185638],[8.642673492431641e-07, 2.1904706954956055e-06, 0.07706239819526672]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944772839546204, 5.960464477539063e-08, 3.5762786865234375e-07],[1.6391277313232422e-07, 7.003545761108398e-07, 1.4901161193847656e-07],[-2.2351741790771484e-07, -0.02353227138519287, -3.427267074584961e-07],[-1.1920928955078125e-07, 2.9802322387695312e-08, -0.019548580050468445],[-2.980232238769531e-07, 3.8743019104003906e-07, -0.06472441554069519],[8.642673492431641e-07, 2.1904706954956055e-06, 0.07706230878829956]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944772839546204, 7.450580596923828e-08, 3.5762786865234375e-07],[1.564621925354004e-07, 7.003545761108398e-07, 8.940696716308594e-08],[-1.043081283569336e-07, -0.023532330989837646, -3.5762786865234375e-07],[-8.940696716308594e-08, 2.9802322387695312e-08, -0.019548580050468445],[-2.384185791015625e-07, 4.470348358154297e-07, -0.06472441554069519],[8.195638656616211e-07, 2.205371856689453e-06, 0.0770624577999115]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944743037223816, 1.043081283569336e-07, 4.172325134277344e-07],[1.564621925354004e-07, 6.854534149169922e-07, 2.086162567138672e-07],[-1.6391277313232422e-07, -0.02353227138519287, -4.023313522338867e-07],[-1.1920928955078125e-07, 2.9802322387695312e-08, -0.01954863965511322],[-2.980232238769531e-07, 3.501772880554199e-07, -0.06472443044185638],[8.493661880493164e-07, 2.205371856689453e-06, 0.07706248760223389]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.01294475793838501, -2.9802322387695312e-08, 2.8312206268310547e-07],[1.4156103134155273e-07, 7.003545761108398e-07, 1.4901161193847656e-07],[-1.043081283569336e-07, -0.02353227138519287, -3.8743019104003906e-07],[-8.940696716308594e-08, 5.960464477539063e-08, -0.01954863965511322],[-3.5762786865234375e-07, 3.7997961044311523e-07, -0.0647243857383728],[8.493661880493164e-07, 2.1979212760925293e-06, 0.07706236839294434]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944892048835754, -1.4901161193847656e-08, 3.129243850708008e-07],[1.6391277313232422e-07, 7.152557373046875e-07, 2.086162567138672e-07],[-1.4901161193847656e-07, -0.02353227138519287, -3.5762786865234375e-07],[0.0, 1.1920928955078125e-07, -0.019548624753952026],[-2.980232238769531e-07, 4.76837158203125e-07, -0.06472435593605042],[8.642673492431641e-07, 2.1904706954956055e-06, 0.07706236839294434]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944847345352173, 1.4901161193847656e-08, 2.980232238769531e-07],[1.7136335372924805e-07, 7.152557373046875e-07, 2.980232238769531e-07],[-1.341104507446289e-07, -0.023532330989837646, -3.8743019104003906e-07],[-1.1920928955078125e-07, 2.9802322387695312e-08, -0.019548609852790833],[-2.980232238769531e-07, 4.3958425521850586e-07, -0.064724400639534],[8.493661880493164e-07, 2.212822437286377e-06, 0.07706224918365479]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944802641868591, 1.4901161193847656e-08, 3.5762786865234375e-07],[1.6391277313232422e-07, 7.301568984985352e-07, 1.7881393432617188e-07],[-1.4901161193847656e-07, -0.02353227138519287, -4.0978193283081055e-07],[-8.940696716308594e-08, 2.9802322387695312e-08, -0.019548669457435608],[-3.5762786865234375e-07, 4.0978193283081055e-07, -0.06472432613372803],[8.642673492431641e-07, 2.2202730178833008e-06, 0.07706248760223389]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944862246513367, 4.470348358154297e-08, 3.2782554626464844e-07],[1.6391277313232422e-07, 7.301568984985352e-07, 1.1920928955078125e-07],[-1.4901161193847656e-07, -0.02353227138519287, -4.0978193283081055e-07],[-1.4901161193847656e-07, 1.4901161193847656e-07, -0.019548743963241577],[-2.980232238769531e-07, 4.246830940246582e-07, -0.0647243857383728],[8.791685104370117e-07, 2.1979212760925293e-06, 0.07706230878829956]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.01294475793838501, -2.9802322387695312e-08, 3.2782554626464844e-07],[1.4156103134155273e-07, 7.003545761108398e-07, 2.086162567138672e-07],[-1.9371509552001953e-07, -0.023532330989837646, -3.7997961044311523e-07],[-1.1920928955078125e-07, 8.940696716308594e-08, -0.019548773765563965],[-3.2782554626464844e-07, 5.140900611877441e-07, -0.06472429633140564],[8.493661880493164e-07, 2.205371856689453e-06, 0.07706236839294434]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944698333740234, 8.940696716308594e-08, 4.6193599700927734e-07],[1.862645149230957e-07, 6.854534149169922e-07, 2.086162567138672e-07],[-1.4901161193847656e-07, -0.02353227138519287, -3.650784492492676e-07],[-1.1920928955078125e-07, 0.0, -0.019548669457435608],[-2.980232238769531e-07, 4.3213367462158203e-07, -0.06472441554069519],[8.568167686462402e-07, 2.2277235984802246e-06, 0.07706236839294434]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944787740707397, 7.450580596923828e-08, 2.682209014892578e-07],[1.4901161193847656e-07, 7.152557373046875e-07, 1.4901161193847656e-07],[-1.043081283569336e-07, -0.023532330989837646, -3.8743019104003906e-07],[-1.1920928955078125e-07, 2.9802322387695312e-08, -0.019548609852790833],[-2.980232238769531e-07, 3.725290298461914e-07, -0.0647243857383728],[8.344650268554688e-07, 2.1979212760925293e-06, 0.07706236839294434]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944743037223816, 0.0, 3.5762786865234375e-07],[1.564621925354004e-07, 7.003545761108398e-07, 1.4901161193847656e-07],[-1.7881393432617188e-07, -0.023532330989837646, -3.5762786865234375e-07],[-1.1920928955078125e-07, 5.960464477539063e-08, -0.019548580050468445],[-2.980232238769531e-07, 4.0978193283081055e-07, -0.06472441554069519],[8.344650268554688e-07, 2.212822437286377e-06, 0.07706236839294434]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944772839546204, 1.4901161193847656e-08, 3.725290298461914e-07],[1.564621925354004e-07, 6.854534149169922e-07, 5.960464477539063e-08],[-7.450580596923828e-08, -0.02353227138519287, -4.0978193283081055e-07],[-1.4901161193847656e-07, 2.9802322387695312e-08, -0.019548684358596802],[-3.2782554626464844e-07, 4.470348358154297e-07, -0.0647243857383728],[8.568167686462402e-07, 2.212822437286377e-06, 0.07706248760223389]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944743037223816, -2.9802322387695312e-08, 3.5762786865234375e-07],[1.4901161193847656e-07, 6.854534149169922e-07, 1.1920928955078125e-07],[-1.7881393432617188e-07, -0.023532330989837646, -4.172325134277344e-07],[-8.940696716308594e-08, 8.940696716308594e-08, -0.01954859495162964],[-3.2782554626464844e-07, 3.7997961044311523e-07, -0.06472426652908325],[8.419156074523926e-07, 2.2202730178833008e-06, 0.07706224918365479]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944787740707397, -1.4901161193847656e-08, 3.725290298461914e-07],[1.564621925354004e-07, 6.705522537231445e-07, 2.086162567138672e-07],[-1.9371509552001953e-07, -0.02353230118751526, -4.023313522338867e-07],[-5.960464477539063e-08, 0.0, -0.01954856514930725],[-2.682209014892578e-07, 4.172325134277344e-07, -0.06472444534301758],[8.493661880493164e-07, 2.205371856689453e-06, 0.07706242799758911]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944743037223816, 4.470348358154297e-08, 3.5762786865234375e-07],[1.7136335372924805e-07, 6.854534149169922e-07, 1.4901161193847656e-07],[-2.9802322387695312e-08, -0.02353227138519287, -3.725290298461914e-07],[-1.1920928955078125e-07, 1.1920928955078125e-07, -0.01954859495162964],[-2.980232238769531e-07, 4.470348358154297e-07, -0.06472435593605042],[8.717179298400879e-07, 2.1830201148986816e-06, 0.07706230878829956]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944787740707397, 1.4901161193847656e-08, 2.8312206268310547e-07],[1.6391277313232422e-07, 6.854534149169922e-07, 1.1920928955078125e-07],[-2.086162567138672e-07, -0.023532330989837646, -3.725290298461914e-07],[-8.940696716308594e-08, 1.1920928955078125e-07, -0.019548624753952026],[-2.682209014892578e-07, 4.3958425521850586e-07, -0.0647243857383728],[8.344650268554688e-07, 2.1979212760925293e-06, 0.07706242799758911]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944787740707397, 0.0, 3.5762786865234375e-07],[1.4156103134155273e-07, 7.152557373046875e-07, 5.960464477539063e-08],[-1.7881393432617188e-07, -0.023532330989837646, -3.650784492492676e-07],[-1.4901161193847656e-07, 1.7881393432617188e-07, -0.019548684358596802],[-3.2782554626464844e-07, 4.917383193969727e-07, -0.06472432613372803],[8.344650268554688e-07, 2.205371856689453e-06, 0.07706230878829956]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944772839546204, 1.4901161193847656e-08, 3.2782554626464844e-07],[1.564621925354004e-07, 7.152557373046875e-07, 2.086162567138672e-07],[-1.6391277313232422e-07, -0.02353230118751526, -4.0978193283081055e-07],[-1.4901161193847656e-07, 5.960464477539063e-08, -0.019548535346984863],[-2.980232238769531e-07, 3.948807716369629e-07, -0.06472432613372803],[8.344650268554688e-07, 2.2202730178833008e-06, 0.07706242799758911]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944847345352173, 1.4901161193847656e-08, 3.129243850708008e-07],[1.7136335372924805e-07, 7.152557373046875e-07, 1.4901161193847656e-07],[-1.341104507446289e-07, -0.02353230118751526, -3.5762786865234375e-07],[-8.940696716308594e-08, 2.9802322387695312e-08, -0.019548475742340088],[-2.980232238769531e-07, 4.023313522338867e-07, -0.06472444534301758],[8.493661880493164e-07, 2.212822437286377e-06, 0.07706236839294434]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944743037223816, 1.4901161193847656e-08, 4.172325134277344e-07],[1.7136335372924805e-07, 7.003545761108398e-07, 1.4901161193847656e-07],[-1.7881393432617188e-07, -0.02353227138519287, -4.3213367462158203e-07],[-1.1920928955078125e-07, 0.0, -0.019548624753952026],[-2.980232238769531e-07, 4.3958425521850586e-07, -0.0647243857383728],[8.568167686462402e-07, 2.212822437286377e-06, 0.07706230878829956]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944817543029785, 8.940696716308594e-08, 4.023313522338867e-07],[1.564621925354004e-07, 6.854534149169922e-07, 1.1920928955078125e-07],[-1.9371509552001953e-07, -0.02353227138519287, -4.3213367462158203e-07],[-1.1920928955078125e-07, 5.960464477539063e-08, -0.019548654556274414],[-2.980232238769531e-07, 4.246830940246582e-07, -0.06472444534301758],[8.344650268554688e-07, 2.1979212760925293e-06, 0.07706242799758911]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.012944817543029785, 0.0, 3.2782554626464844e-07],[1.564621925354004e-07, 6.705522537231445e-07, 1.4901161193847656e-07],[-2.2351741790771484e-07, -0.02353227138519287, -3.5762786865234375e-07],[-1.1920928955078125e-07, 2.9802322387695312e-08, -0.01954859495162964],[-2.682209014892578e-07, 4.6193599700927734e-07, -0.06472444534301758],[8.568167686462402e-07, 2.205371856689453e-06, 0.07706242799758911]
[0.0, -7.450580596923828e-08, 5.21540641784668e-08],[0.01294475793838501, 1.4901161193847656e-08, 3.8743019104003906e-07],[1.6391277313232422e-07, 7.003545761108398e-07, 1.4901161193847656e-07],[-2.384185791015625e-07, -0.023532330989837646, -3.5762786865234375e-07],[-8.940696716308594e-08, 1.1920928955078125e-07, -0.019548654556274414],[-2.682209014892578e-07, 3.948807716369629e-07, -0.06472432613372803],[8.717179298400879e-07, 2.1904706954956055e-06, 0.07706236839294434]
