0.0,-7.45058059692e-08,5.21540641785e-08,0.012944817543,0.0,3.57627868652e-07,1.56462192535e-07,7.00354576111e-07,1.49011611938e-07,-1.63912773132e-07,-0.0235323011875,-4.17232513428e-07,-1.49011611938e-07,1.19209289551e-07,-0.0195486396551,-2.68220901489e-07,4.61935997009e-07,-0.0647244304419,8.34465026855e-07,2.1755695343e-06,0.0770623981953,0.00037544965744,-2.75671482086e-07,0.0642693042755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-7.45058059692e-08,5.21540641785e-08,0.0129447728395,5.96046447754e-08,3.57627868652e-07,1.63912773132e-07,7.15255737305e-07,2.38418579102e-07,-1.49011611938e-07,-0.0235323011875,-3.72529029846e-07,0.0,2.98023223877e-08,-0.0195485651493,-3.27825546265e-07,4.17232513428e-07,-0.0647243708372,8.19563865662e-07,2.1755695343e-06,0.0770624279976,-0.119973093271,-0.120000295341,0.314411222935,-1.4608368474e-05,-0.0110220592469,7.79979745857e-06,-0.0182921346277,-4.58209569842e-06,-0.000358209974365,4.3483414629e-05
0.0,-7.45058059692e-08,5.21540641785e-08,0.012944817543,1.49011611938e-08,3.12924385071e-07,1.63912773132e-07,7.30156898499e-07,1.78813934326e-07,-1.19209289551e-07,-0.0235322713852,-4.17232513428e-07,-1.19209289551e-07,2.98023223877e-08,-0.019548624754,-2.98023223877e-07,4.09781932831e-07,-0.0647244304419,8.19563865662e-07,2.1904706955e-06,0.0770623385906,-0.138081386685,-0.113292895257,0.302433669567,-4.66838979721,-2.30493354797,3.41059279442,5.1312379837,1.35155856609,-6.28242111206,6.28286981583
0.0,-7.45058059692e-08,5.21540641785e-08,0.0129447728395,4.47034835815e-08,3.72529029846e-07,1.63912773132e-07,7.30156898499e-07,1.49011611938e-07,-1.49011611938e-07,-0.0235323011875,-3.79979610443e-07,-1.19209289551e-07,5.96046447754e-08,-0.0195485949516,-2.98023223877e-07,4.39584255219e-07,-0.0647244155407,8.19563865662e-07,2.1755695343e-06,0.0770623683929,-0.148972153664,-0.104383848608,0.287400126457,-4.69872379303,-1.90953338146,2.0095334053,6.13407373428,0.93926680088,-6.28830957413,6.28313064575
0.0,-7.45058059692e-08,5.21540641785e-08,0.0129448026419,2.98023223877e-08,2.83122062683e-07,1.71363353729e-07,6.85453414917e-07,1.78813934326e-07,-7.45058059692e-08,-0.0235323309898,-4.09781932831e-07,-1.19209289551e-07,8.94069671631e-08,-0.0195486396551,-2.38418579102e-07,4.32133674622e-07,-0.0647243708372,8.19563865662e-07,2.1755695343e-06,0.0770623683929,-0.153770953417,-0.0938038676977,0.270946919918,-4.59411764145,-1.44377017021,0.642527282238,6.13620138168,0.60370528698,-6.28844499588,6.28320598602
0.0,-7.45058059692e-08,5.21540641785e-08,0.0129448324442,4.47034835815e-08,3.57627868652e-07,1.49011611938e-07,7.15255737305e-07,5.96046447754e-08,-1.63912773132e-07,-0.0235323309898,-4.47034835815e-07,-8.94069671631e-08,2.68220901489e-07,-0.0195486694574,-2.38418579102e-07,4.76837158203e-07,-0.0647243857384,8.19563865662e-07,2.16066837311e-06,0.0770624876022,-0.153964549303,-0.0823651850224,0.253606200218,-4.34993982315,-1.08062362671,-0.274072229862,6.14330911636,0.359480082989,-6.28836297989,6.2832403183
0.0,-7.45058059692e-08,5.21540641785e-08,0.0129448026419,5.96046447754e-08,4.02331352234e-07,1.49011611938e-07,7.30156898499e-07,1.49011611938e-07,-1.19209289551e-07,-0.0235323309898,-3.94880771637e-07,-1.49011611938e-07,0.0,-0.0195487141609,-2.98023223877e-07,4.09781932831e-07,-0.0647244155407,8.04662704468e-07,2.1755695343e-06,0.0770623683929,-0.150775283575,-0.0711380466819,0.23574000597,-4.00369310379,-0.80178976059,-0.809782385826,6.15325117111,0.160343199968,-6.28816223145,5.85591506958
0.0,-7.45058059692e-08,5.21540641785e-08,0.012944817543,2.98023223877e-08,3.42726707458e-07,1.41561031342e-07,7.15255737305e-07,1.19209289551e-07,-1.19209289551e-07,-0.0235323011875,-3.8743019104e-07,-1.49011611938e-07,0.0,-0.0195485949516,-2.98023223877e-07,5.21540641785e-07,-0.0647243559361,8.19563865662e-07,2.19792127609e-06,0.0770623683929,-0.143994361162,-0.0601368993521,0.217443645,-3.59396505356,-0.591515004635,-2.70419669151,6.16457462311,-0.0517249107361,-6.28755092621,4.65003871918
0.0,-7.45058059692e-08,5.21540641785e-08,0.0129448026419,0.0,2.98023223877e-07,1.49011611938e-07,7.00354576111e-07,1.49011611938e-07,-1.04308128357e-07,-0.0235322713852,-4.17232513428e-07,-1.78813934326e-07,8.94069671631e-08,-0.0195486843586,-3.57627868652e-07,4.842877388e-07,-0.0647244155407,8.04662704468e-07,2.16066837311e-06,0.0770624876022,-0.135528177023,-0.046948350966,0.199471652508,-3.13704323769,-0.447469949722,-3.3931927681,6.16959047318,0.00131838023663,-6.2876791954,3.76341056824
0.0,-7.45058059692e-08,5.21540641785e-08,0.0129447877407,0.0,3.12924385071e-07,1.63912773132e-07,7.15255737305e-07,1.78813934326e-07,-2.01165676117e-07,-0.0235323011875,-4.17232513428e-07,-1.78813934326e-07,8.94069671631e-08,-0.0195486992598,-2.98023223877e-07,4.47034835815e-07,-0.0647244155407,8.19563865662e-07,2.1755695343e-06,0.0770624279976,-0.126115888357,-0.0338504761457,0.181864142418,-2.60839772224,-0.307832658291,-3.00655078888,6.16953372955,-0.0515032559633,-6.28794431686,3.01424264908
