      
0.001173878088 39.50210952 0.001202831161 60.54160308 .80522508547e- .35563945 1.33489393193e-
278.3376159 1000 213.9917755 13.0961303 34.97798919 130.7309875 0.65485382
282.9799194 193.4310302 291.713073 101.9724655 8.18755149 7.13095474 2.417525768
374.794860 06.5839843 399.5907897 6.53462219 7.05978775 1.27542114 3.174226522
43.56380462 64.0935058 51.50831222 39.7307128 6.51238250 1.77455139 2.320106983
266.0921630 75.8420410 298.5657348 8.62373352 8.43349838 4.39338302 4.429387569
157.7936401 16.28195190 188.9626770 217.6174011 9.01078796 .51882028 3.286502122
55.5940093 201.7554626 61.1154937 279.0496826 .439800739 8.147858619 .02535501122
56.3798828 203.4616088 82.8887023 263.3795776 15.29226493 9.732020378 .9185331463
27.5249633 154.7080078 44.6314086 232.8669128 7.728849411 6.640221118 0.2375856339
27.0622406 102.8963317 53.3075256 196.6666259 17.32846069 4.435682773 .349093317
01.6191101 65.2759704 30.4069519 171.3420410 19.83652114 2.068486928 .302084684
24.4697036 47.6885833 43.3807067 152.2126464 11.87726593 0.5110300779 .5981081724
8.214843 41.95184326 0.35945129 137.1412353 7.217238903 .1220010966 .3327464461
0.41386795 41.21998596 8.56999206 125.5819244 4.564050674 .3242145776 .183440268
8.11710357 48.6372604 4.38633346 114.2974548 2.993418455 .04410164803 .1098149418
4.75612258 40.8121719 9.71514892 111.1221923 2.420854330 .324255704 .07722376286
8.91761779 41.73751831 3.11838722 104.2927627 1.798650264 .3099620342 .05129378288
5.55906867 43.20368194 9.45988273 99.24896240 1.485753297 .2167299687 .04230799525
3.20853996 44.37340545 6.96314430 95.27595520 1.272302150 .1404125541 .03666546568
1.28663253 45.15422821 4.93532943 92.08180236 1.094702005 .08707025647 .03175033256
.527344703 45.55658721 3.07274532 89.51893615 0.9634798765 .03967728093 .03161263465
.066679000 45.8764495 1.50878238 87.37530517 0.7890802621 .03002787008 .02299883775
.726657867 45.99107360 0.07254314 85.68400573 0.6716779470 .01190422289 .02074426040
.54072427 46.0653724 .794940948 84.29417419 0.5779577493 .007873691618 .02020162343
.616343975 46.07513427 .789745330 83.17450714 0.4569461941 .00234475731 .01353656966
.783832550 46.12050247 .891726493 82.25930023 0.3927237987 .007355779409 .0132835470
.153942584 46.01698684 .201913356 81.57958984 0.3009616434 0.01156842894 .007743314374
.572905540 46.0547256 .575382232 80.94961547 0.2632092833 .002722934819 .008434242568
.087856292 46.15600585 .051491737 80.42854309 0.2256109416 .02038458362 .008233016356
.789176940 45.73255920 .712966918 80.2580261 0.1480301022 0.05438087880 .001753697637
.44233655 45.91122436 .344695091 79.80096435 0.1463838517 0.005566417705 .004569766111
.170170545 45.94549560 .049554824 79.55442047 0.1205663084 0.003055835841 .00390595290
.9529566764 45.95502090 .813597679 79.3465728 0.09964329749 0.002098024357 .003257867181
.7521950006 46.24044036 .601731538 79.04054260 0.09270788729 .0495931282 .0039879954
.687541961 45.43644714 .513278484 79.34349060 0.04604933410 0.1019131392 0.0001779253361
.5190066099 46.12008666 .346608400 78.79016113 0.06587469577 .04995211213 .002902875188
.4319089353 45.95282745 .247877359 78.87100219 0.0449350 0.003366888267 .001427819952
.3742486834 45.63966369 .178834915 78.92993164 0.03088796511 0.05069873481 .0005846053245
