      
0.001173878088 39.50210952 0.001202831161 60.54160308 .80522508547e- .35563945 1.33489393193e-
85.4771118 1000 26.8947448 36.3413085 9.20739555 6.30882453 8.938270568
35.6572265 1000 53.6772155 576.8193969 34.69752502 60.20987319 .707136631
9.09300231 245.8924255 8.2390251 293.2860717 19.08109664 21.87363624 .9828652739
01.5675048 42.1939392 46.8732910 72.99990844 30.59373474 .883401870 .973432064
0.72966766 11.4733886 19.7033081 .656811952 25.96874237 .577575683 .270360946
80.61044311 64.625625 84.48197174 10.33950614 4.362455368 .482573986 .9510515928
76.07838439 07.3511505 82.11588287 31.29357910 1.050941228 .099130630 .7605334520
413.9906311 5.89766693 491.2142944 50.60254669 3.17565155 .4875181913 2.776671886
.189961433 5.01019287 2.711157321 64.37063598 .989927768 .98714423 .469143390
390.8483276 1.10016632 474.8598632 68.85539245 4.41446876 0.1078840419 3.12011718
245.4661560 5.02494812 322.4340209 70.71089172 5.47941398 .150212645 1.359242439
91.06625366 6.28958129 124.6039962 80.80216979 0.88437366 .115006208 0.118147246
73.71864318 4.69602584 96.78280639 80.20091247 .691664695 .62336516 0.3769218623
32.52868652 .287247657 45.44145202 80.77015686 .385272026 .444204807 0.02004689350
10.56514167 6.466617584 16.56535720 81.33996582 .05729048326 .199892997 .1025582924
6.55405616 15.03658008 10.95699119 81.90684509 0.4417985081 .9146807193 .06880164146
3.378988981 20.80764770 7.48306989 82.38381195 0.4259958863 .7190497517 .08459247648
2.97278976 24.86691284 7.398380279 82.70268249 0.2698318362 .5520886778 .06959339231
3.210449218 27.79119110 8.144218444 82.89436340 0.08103339374 .4302346110 .05454286932
3.410861492 30.07661056 8.792851448 82.98056030 .07113455981 .3542372286 .04361619055
3.455055236 31.64299774 9.107513427 83.08912658 .1426239013 .2556176781 .02891490235
3.172433376 33.23037719 8.989382743 83.07691192 .1912071704 .242242813 .02615603432
2.83912897 34.29759216 8.684568405 83.16925048 .1788752973 .1735360324 .01785080321
2.452018260 35.09689331 8.269132614 83.21893310 .1525860577 .117193020 .01238436065
1.983473539 36.19580459 7.776308059 83.16593933 .146786198 .1495401710 .01379186101
1.63380706 36.80147171 7.363357067 83.27174377 .1115057021 .0973921418 .009800869971
1.339326858 37.27803421 7.01594066 83.31227111 .08679345250 .06638009846 .007537963800
1.075827121 37.79469299 6.714624404 83.31636047 .07306230813 .06680613756 .006711216177
0.8962988853 38.03189468 6.49675083 83.38363647 .05318742245 .02564476802 .004805505275
0.6790073513 38.85950469 6.280001640 83.28752899 .06103508919 .1069496795 .005866286344
0.6073038578 38.53650283 6.159031867 83.50978088 .02801699191 0.02952910959 .002703994512
0.468630015 39.12255096 6.024981021 83.3563385 .03930804878 .06193168461 .003373933490
0.3966834843 39.16068649 5.933613777 83.45416259 .02540147863 .01031681243 .002329781884
0.330995917 39.2756042 5.858152866 83.46031188 .02234812825 .009253915399 .001888133701
0.2521037459 39.68150711 5.782769203 83.40078735 .02534319460 .05425170809 .001686868024
0.2419480085 39.29251861 5.748019695 83.56124877 .008675938472 0.04586682841 .001087564276
0.1714470982 39.81450271 5.688607215 83.39541625 .01979597099 .05256567150 .001006703474
0.1658654063 39.4348030 5.660933017 83.56854248 .00487203849 0.04890475049 .0008335917955
