      
0.001173878088 39.50210952 0.001202831161 60.54160308 .80522508547e- .35563945 1.33489393193e-
31.7198028 000 3.28823852 491.8041687 50.07564163 96.17331695 10.75283622
45.7089538 000 40.6806335 37.839721 .424454689 5.14950561 .094561576
43.6184997 57.1370849 16.5480346 91.728698 1.960574150 0.11967849 .888949394
62.5816650 08.5983886 94.8925476 42.7485351 2.422694206 8.04154586 .750662326
8.58712005 73.9212646 1.91950225 04.4284362 10.17562866 1.62801361 .663052439
63.7388000 469.8772277 17.6282348 85.77587127 1.58097743 7.991877555 .377443552
7.009393692 789.3675537 25.890121 255.8178100 3.226081848 20.40495681 0.0453563109
53.06750869 837.5334472 34.61929702 311.4346923 .843587875 22.15424346 .2528764903
188.0504913 756.9828491 135.917587 294.3917236 .242393493 18.84253311 0.6021198034
342.2809143 626.976440 253.001129 252.6687622 .056081056 14.10881996 1.528063774
58.87495422 494.962707 8.263620376 207.3872070 7.40194129 9.995609283 .6064636707
331.6862182 389.4679565 248.9481506 167.6589660 6.727354526 5.99494266 1.723504781
49.38197708 311.9549560 4.149062633 140.2580718 3.95019149 4.111510276 .4919063746
224.6537475 258.6829223 167.467239 117.3830261 6.948466300 2.465074539 1.167305469
145.1674194 224.6973876 90.3590469 110.6373596 .558079242 1.337802410 0.3637161254
78.22563171 207.1327209 47.63931274 103.2278137 .617105960 0.9386901855 0.1677938848
33.25674438 196.7212371 19.6733741 98.84636688 .7910346984 0.7575962543 0.04157984256
7.97571945 189.8729248 4.055951118 96.09863281 0.1554964929 0.682459473 .02452443167
.333116531 184.6207580 .894621372 94.05374145 0.5043193697 0.6343391537 .04620949178
.311082839 180.03906 .78396797 92.30575561 0.4832616150 0.5841609835 .05476002395
.064612865 175.7461242 .022445678 90.69216918 0.356446206 0.5270827412 .03900447860
.418499469 171.6293945 .429849386 89.25126647 0.1938865035 0.4885586798 .02608950808
0.06928917765 167.9309844 .9569453001 87.86187744 0.0376675426 0.4218450486 .01689240336
1.77610790 164.7387390 0.04685865342 86.61148071 .07075857371 0.3440616130 .009863257408
2.680273532 161.9658050 0.5824107527 85.57279968 .1210078597 0.2872390747 .004873035475
2.910446166 159.7509002 0.7098343372 84.65032196 .1421063244 0.2100683152 .002542588394
2.773123264 157.5638427 0.6420270204 84.14176940 .1207228749 0.2411542981 .0004117193166
2.380134582 156.1565246 0.39628675 83.40100097 .1137650981 0.1488099098 .0006873451638
1.948928833 154.659271 0.1497843861 83.12199401 .08480194211 0.1858163177 .0002142272860
1.514636993 153.9014892 .1177348718 82.52633666 .07521133869 0.08171724528 .0009402675786
1.156648874 153.1211853 .3278895020 82.28257751 .05707914382 0.07149869203 .0009895886760
0.8792614340 152.2336730 .4853158295 82.21117401 .03901035338 0.1160254329 .0007285347674
0.683003187 151.7032012 .6013977527 81.9271545 .03213303536 0.07749468088 .0008389872964
0.5340305566 151.3478088 .6900322437 81.71694946 .02698734961 0.04435852169 .0007903042715
0.4248019456 150.998107 .7531001567 81.61042022 .02149817347 0.03985507041 .0006805625744
0.340393245 150.5941925 .7999831438 81.58151245 .01569567807 0.06218072026 .0005292883142
0.2793585658 150.394653 .8358713388 81.42086791 .01445316150 0.03129300847 .0004492926527
0.2420412451 150.0979309 .8559089899 81.43046569 .011516476 0.05305014923 .0002921303384
