      
0.001173878088 39.50210952 0.001202831161 60.54160308 .80522508547e- .35563945 1.33489393193e-
514.4849853 1000 428.0535888 39.1056365 116.3236999 .836359024 .610947608
144.646301 1000 145.2041473 559.6016235 1.97119903 57.64826583 1.700006246
239.9955444 345.152343 253.6797332 296.9238281 3.81683731 22.3422508 2.776121139
321.1412963 43.1034240 352.5323486 19.89750289 6.62722778 2.26774406 3.032392024
4.704532623 37.0573730 5.572308063 1.63354110 0.01410675 8.03908157 0.04675752669
274.9703063 06.7456359 319.6003723 7.44454574 0.39596939 9.37165451 2.393174648
319.1375427 83.1080780 387.77066 1.45421409 7.06865692 3.38780307 2.601570129
328.8060913 .700805664 405.7553405 24.68995857 5.56057739 .917435646 2.867920398
55.73705673 134.0333557 95.38173675 59.81121826 3.69296264 6.858345031 .01402752101
3.63818550 227.3162231 .79031753 82.96506500 0.24138641 12.66329383 .3228760957
4.74465179 253.6104431 7.73119354 94.42061614 .04957115 15.46569252 .9047911167
20.5043029 230.7253723 50.4003601 95.67279815 5.663550376 15.14200782 .074590682
38.9121093 186.5861663 76.9359436 90.02497863 8.06222534 13.32269763 .286988019
32.3981475 110.0622558 92.1122131 80.53900146 15.17614364 11.98543930 .592182636
22.1145629 50.52812957 82.9420166 78.94681549 16.70423889 8.560805320 0.3933653235
42.009826 9.7703247 27.6301269 75.07254028 25.33744239 7.645987033 .143904805
96.5106964 0.96770095 52.4540252 73.06246948 17.7955894 3.036694049 0.001067429780
03.0449218 28.4141540 96.6145019 71.17843627 28.52916336 5.096281051 .456587314
80.9487915 24.2859344 61.9582824 78.03559875 26.80630111 2.101359367 .2684456
26.9902343 4.40850830 71.9336242 77.32499694 14.07821655 .03267705440 .02548462897
0.12984466 4.19931316 3.89754486 76.85791778 4.647087574 .5827509164 0.273582637
.228357315 15.13876819 1.51845169 77.62913513 0.002458252012 .7466690540 0.4000842571
7.68761157 30.51001358 0.06463682651 79.07743835 .731662034 .6578913331 0.4094769358
11.39214897 37.24732208 4.572073936 80.59149169 .917599916 .4656231105 0.3613975644
9.250915527 39.28263854 1.512004494 81.809097 .463709831 .271001487 0.2944622039
5.518314361 39.13198852 .573303937 82.6031875 .8780515789 .1189582645 0.2296954989
2.200284004 38.24370193 .057653427 83.03861999 .3943378925 .02067204751 0.1747619807
.04479524493 37.34503173 1.09281349 83.18257141 .07493083924 0.02886746823 0.1338084638
.243167161 36.66949462 2.71767425 83.18710327 0.09738565981 0.04516395181 0.1038170978
.691442966 36.2625503 3.32157802 83.11847686 0.1616706550 0.0470638573 0.08002446591
.671162128 36.09418487 3.30534553 83.02856445 0.1678633838 0.03622578084 0.06456096470
.440762877 36.07347869 3.0028228 82.96319580 0.145252183 0.02627758309 0.05216457322
.151842594 36.13319396 2.6217613 82.92008972 0.1131975352 0.01690439134 0.0426661819
.886263966 36.22608947 2.27090263 82.89617919 0.08416081964 0.01154824253 0.03493266552
.6614948511 36.35367584 1.98287391 82.88745880 0.06366960704 0.001358476467 0.02973625808
.5038905143 36.42187881 1.77044296 82.9023056 0.04487083852 0.005813922733 0.02335280738
.3643398284 36.59683609 1.60672283 82.88790893 0.03936463221 .01275236159 0.02092777006
.3399903476 36.39440155 1.52970314 82.97760009 0.01656863838 0.03687511011 0.01235179044
.2704386711 36.49981307 1.45390033 82.91355133 0.02064098417 0.009246656671 0.01216246373
.1940445601 36.70630645 1.38099670 82.89611816 0.02415910735 .01649144291 0.01139984838
.1126949340 36.96063995 1.30662155 82.89375305 0.02727314643 .04135487973 0.01015226356
.1393457949 36.62367 1.29472541 83.01960754 0.004304438829 0.03167838230 0.005511609837
.1814261674 36.30610275 1.30685329 83.02661132 .004297250881 0.06550420075 0.003604393452
.1450137794 36.51435852 1.28306961 82.92941284 0.009510315954 0.01109686307 0.004110774956
.02078551799 37.19353485 1.20123863 82.82203674 0.03057017363 .08566140383 0.004669916816
.07420419901 36.52904129 1.2009258 83.0896301 .0101465387 0.06662663072 0.002397988457
.07109885662 36.65590667 1.20372009 82.94810485 0.006277064792 0.006432958878 0.002259687520
.09312403202 36.41363525 1.20630741 83.01409912 .00635916646 0.05352008342 0.001806150190
