      
0.001173878088 39.50210952 0.001202831161 60.54160308 .80522508547e- .35563945 1.33489393193e-
04.6970214 1000 17.6697082 39.2730865 20.4412078 .63100051 9.444253921
83.6300048 1000 87.3427734 562.5202026 45.32524490 57.60643386 .866734981
01.1195678 328.707153 19.7025756 292.8742370 39.32489013 21.29987335 .157405376
95.6007232 28.5360717 15.2551727 19.66010475 31.33128929 1.00510215 .95688748
49.6057434 46.185485 68.9569702 0.63095855 26.36154556 9.55623245 .348932027
62.6206970 94.3858642 08.1387939 7.38966369 32.09033203 8.57741546 .202784299
18.6906433 56.0244750 69.5793457 .463825225 31.10860824 1.09797668 .712312936
3.01612663 4.668769836 1.27779006 32.19736862 16.51220703 .4345940351 .01252177078
36.5948944 91.25669860 76.3638763 65.87573242 19.61703491 2.587422847 .186856389
57.6701965 176.7096557 07.1183471 76.74098205 22.49041366 6.829726696 .27978706
23.15544891 230.8900146 14.07195281 84.36763763 9.688694000 13.01394844 0.5274488329
134.8662872 232.9612426 160.7134399 91.40768432 .020335435 15.50816535 1.460561871
160.3710021 187.5096588 206.5402984 93.54240417 2.4583606 13.91909122 1.304683446
331.5709228 95.74182128 412.7232666 86.70746612 2.01229286 13.62829685 2.640555620
96.85846710 80.17660522 134.4914398 84.76118469 0.99695873 6.280416488 .720906972
370.0156860 1.34143447 457.37777 76.77787017 4.3796558 8.192435264 1.5540432
367.6573181 6.78385925 459.306579 77.50285339 9.09129714 5.578946113 1.670910596
181.6031799 8.62754821 240.3950500 75.83636474 9.68012619 1.028527259 .01128329336
157.3731689 4.97421264 200.7538146 71.98991394 2.42816925 0.7209092378 0.3754762113
130.2115173 3.69264984 168.9084167 77.20789337 0.58149337 0.2606274187 0.3456484675
70.55626678 7.78283691 97.04704284 77.61285400 .417453765 .3226606845 .106289014
36.5589218 5.778745651 54.51406478 78.64215087 .788498878 .3718973696 .2105988711
17.2134323 20.90483474 30.40389251 79.9043350 .8405587673 .312075108 .243205383
7.810075759 29.60916900 18.86788940 81.05845642 .02061031013 .2105533480 .2326630353
4.154033660 34.08515167 14.60113334 81.94799804 0.1740061342 .108645856 .2026933729
3.303928375 36.07683563 13.84099578 82.55007171 0.09797967970 .02740239538 .165135562
3.468772411 36.79993057 14.30784225 82.89933776 .04983231425 0.02642697095 .130429357
3.750493526 36.97566223 14.8646488 83.06155395 .1783110350 0.05368739366 .1024053692
.962933063 39.02704620 6.910886764 83.05580139 0.1317516863 .05062792450 .1523878574
8.527528762 36.23799896 20.42037200 83.04428100 .3365691006 0.1492391973 0.004091648384
5.257290363 35.93016052 17.15029144 83.14266967 .527519941 0.07741819322 .03890750184
3.795984983 36.56421661 15.33070850 83.1034774 .3663981556 0.06064225733 .03451265394
2.691188335 36.98117828 13.92006683 83.05160522 .2382705509 0.04830027371 .02898681536
1.848839640 37.4235382 12.88248825 82.97324371 .1728156208 0.009735157713 .02993259020
1.362491607 37.5658264 12.24019718 82.99187469 .1076169908 0.02133998647 .0219235718
1.061942577 37.61248016 11.84662055 82.99610137 .07306927442 0.02661029249 .01697980612
0.8414496779 37.74507904 11.58445358 82.98574066 .06401760876 0.01171189732 .01516041625
0.6359393596 38.05031585 11.36712074 82.94825744 .06839139759 .02557492256 .01467683911
0.664775609 37.49089431 11.3204765 83.13374328 .01406419090 0.09023661911 .005596350412
0.4144702553 38.36135864 11.12751770 82.86482238 .07567590475 .08404318988 .01168961543
0.4537140727 37.71191406 11.0937118 83.15476226 .0107448119 0.07751818746 .004310309886
0.3829237222 37.85607147 11.02290534 83.02220153 .02754979580 0.01878800801 .004871754907
0.2690795660 38.19947814 10.91899681 82.96694183 .03819297626 .03113600611 .004822136834
.444095849 39.09664154 6.442008018 83.03276824 0.1773047298 .0484301857 .04418762028
2.598668813 37.9474792 13.45234966 82.98643493 .01867142692 0.04131844639 0.03270948305
1.244055509 37.51352691 12.17855834 83.09428405 .1517083942 0.02403680607 0.004002374596
0.5809582471 37.54491424 11.34590339 83.14022827 .06731264293 0.06243506819 .0002494076616
0.1774452775 38.20838165 10.81667137 82.96042633 .03700268268 .03909425064 .001639806199
